AverageTemperature,City,Year,Month
26.962,0,1954,06
27.123,0,1954,07
27.437,0,1954,08
26.848,0,1954,09
26.507,0,1954,10
26.321,0,1954,11
25.214,0,1954,12
24.584,0,1955,01
23.971,0,1955,02
24.834,0,1955,03
25.016,0,1955,04
26.695,0,1955,05
27.412,0,1955,06
26.385,0,1955,07
27.1,0,1955,08
25.912,0,1955,09
26.111,0,1955,10
26.701,0,1955,11
24.98,0,1955,12
23.66,0,1956,01
24.457,0,1956,02
24.414,0,1956,03
24.985,0,1956,04
26.241,0,1956,05
26.39,0,1956,06
27.136,0,1956,07
27.594,0,1956,08
26.647,0,1956,09
27.097,0,1956,10
26.734,0,1956,11
25.869,0,1956,12
25.599,0,1957,01
25.441,0,1957,02
24.195,0,1957,03
24.977,0,1957,04
26.758,0,1957,05
27.965,0,1957,06
28.101,0,1957,07
28.166,0,1957,08
27.198,0,1957,09
27.309,0,1957,10
27.928,0,1957,11
26.344,0,1957,12
23.74,0,1958,01
24.113,0,1958,02
25.155,0,1958,03
25.766,0,1958,04
27.123,0,1958,05
27.915,0,1958,06
27.878,0,1958,07
27.782,0,1958,08
27.024,0,1958,09
27.493,0,1958,10
26.674,0,1958,11
26.423,0,1958,12
25.451,0,1959,01
25.904,0,1959,02
25.417,0,1959,03
25.788,0,1959,04
27.298,0,1959,05
27.25,0,1959,06
27.674,0,1959,07
27.61,0,1959,08
27.426,0,1959,09
27.0,0,1959,10
26.851,0,1959,11
25.614,0,1959,12
25.674,0,1960,01
23.89,0,1960,02
24.476,0,1960,03
24.221,0,1960,04
26.529,0,1960,05
27.957,0,1960,06
27.623,0,1960,07
27.785,0,1960,08
27.075,0,1960,09
27.358,0,1960,10
27.209,0,1960,11
26.035,0,1960,12
25.687,0,1961,01
24.722,0,1961,02
24.498,0,1961,03
25.109,0,1961,04
27.196,0,1961,05
27.302,0,1961,06
27.56,0,1961,07
28.055,0,1961,08
26.947,0,1961,09
27.817,0,1961,10
26.389,0,1961,11
25.573,0,1961,12
25.138,0,1962,01
25.097,0,1962,02
24.206,0,1962,03
24.725,0,1962,04
26.974,0,1962,05
27.68,0,1962,06
28.212,0,1962,07
28.103,0,1962,08
27.18,0,1962,09
27.415,0,1962,10
26.782,0,1962,11
26.342,0,1962,12
25.622,0,1963,01
24.138,0,1963,02
25.409,0,1963,03
25.67,0,1963,04
27.064,0,1963,05
27.818,0,1963,06
27.439,0,1963,07
28.038,0,1963,08
27.54,0,1963,09
27.276,0,1963,10
27.016,0,1963,11
26.322,0,1963,12
25.67,0,1964,01
25.181,0,1964,02
25.439,0,1964,03
25.784,0,1964,04
26.479,0,1964,05
26.804,0,1964,06
27.444,0,1964,07
27.692,0,1964,08
27.262,0,1964,09
26.878,0,1964,10
27.09,0,1964,11
25.291,0,1964,12
24.598,0,1965,01
24.035,0,1965,02
24.456,0,1965,03
25.407,0,1965,04
26.976,0,1965,05
27.668,0,1965,06
27.974,0,1965,07
27.433,0,1965,08
27.574,0,1965,09
26.99,0,1965,10
27.687,0,1965,11
26.564,0,1965,12
25.376,0,1966,01
25.373,0,1966,02
24.95,0,1966,03
24.502,0,1966,04
26.963,0,1966,05
27.638,0,1966,06
28.0,0,1966,07
27.681,0,1966,08
27.342,0,1966,09
26.795,0,1966,10
26.388,0,1966,11
25.376,0,1966,12
24.51,0,1967,01
24.281,0,1967,02
24.817,0,1967,03
25.207,0,1967,04
26.686,0,1967,05
27.402,0,1967,06
28.038,0,1967,07
27.591,0,1967,08
26.832,0,1967,09
26.88,0,1967,10
27.153,0,1967,11
25.984,0,1967,12
25.406,0,1968,01
23.904,0,1968,02
23.423,0,1968,03
24.726,0,1968,04
25.948,0,1968,05
26.503,0,1968,06
27.613,0,1968,07
27.931,0,1968,08
27.412,0,1968,09
27.177,0,1968,10
26.76,0,1968,11
26.379,0,1968,12
25.339,0,1969,01
25.416,0,1969,02
25.314,0,1969,03
25.633,0,1969,04
27.098,0,1969,05
28.707,0,1969,06
28.262,0,1969,07
26.855,0,1969,08
27.166,0,1969,09
27.324,0,1969,10
27.261,0,1969,11
26.144,0,1969,12
25.035,0,1970,01
25.343,0,1970,02
24.447,0,1970,03
25.406,0,1970,04
26.396,0,1970,05
27.825,0,1970,06
27.414,0,1970,07
27.525,0,1970,08
26.827,0,1970,09
27.757,0,1970,10
26.362,0,1970,11
25.313,0,1970,12
24.878,0,1971,01
23.86,0,1971,02
24.63,0,1971,03
23.818,0,1971,04
26.026,0,1971,05
26.919,0,1971,06
27.475,0,1971,07
27.015,0,1971,08
26.72,0,1971,09
27.101,0,1971,10
26.843,0,1971,11
26.1,0,1971,12
25.255,0,1972,01
23.924,0,1972,02
24.508,0,1972,03
25.413,0,1972,04
27.226,0,1972,05
27.06,0,1972,06
27.992,0,1972,07
27.717,0,1972,08
27.593,0,1972,09
27.776,0,1972,10
28.127,0,1972,11
26.624,0,1972,12
25.687,0,1973,01
25.754,0,1973,02
25.124,0,1973,03
25.49,0,1973,04
26.755,0,1973,05
27.15,0,1973,06
27.403,0,1973,07
27.173,0,1973,08
26.669,0,1973,09
26.553,0,1973,10
26.593,0,1973,11
24.825,0,1973,12
25.121,0,1974,01
24.601,0,1974,02
24.504,0,1974,03
25.191,0,1974,04
25.697,0,1974,05
26.37,0,1974,06
26.662,0,1974,07
27.422,0,1974,08
26.541,0,1974,09
26.802,0,1974,10
26.609,0,1974,11
25.937,0,1974,12
24.981,0,1975,01
24.964,0,1975,02
24.86,0,1975,03
25.401,0,1975,04
26.515,0,1975,05
26.687,0,1975,06
26.464,0,1975,07
27.186,0,1975,08
26.323,0,1975,09
26.536,0,1975,10
26.748,0,1975,11
25.387,0,1975,12
24.925,0,1976,01
24.264,0,1976,02
24.265,0,1976,03
24.998,0,1976,04
26.94,0,1976,05
27.461,0,1976,06
27.876,0,1976,07
27.845,0,1976,08
27.86,0,1976,09
27.073,0,1976,10
26.357,0,1976,11
26.518,0,1976,12
25.569,0,1977,01
25.129,0,1977,02
24.972,0,1977,03
24.828,0,1977,04
26.545,0,1977,05
27.621,0,1977,06
28.249,0,1977,07
27.873,0,1977,08
27.676,0,1977,09
27.592,0,1977,10
26.998,0,1977,11
26.106,0,1977,12
25.38,0,1978,01
24.797,0,1978,02
24.814,0,1978,03
25.669,0,1978,04
26.002,0,1978,05
27.232,0,1978,06
27.405,0,1978,07
27.694,0,1978,08
26.698,0,1978,09
26.792,0,1978,10
26.976,0,1978,11
26.388,0,1978,12
25.236,0,1979,01
25.303,0,1979,02
24.997,0,1979,03
25.146,0,1979,04
26.154,0,1979,05
27.41,0,1979,06
27.772,0,1979,07
27.677,0,1979,08
26.597,0,1979,09
27.061,0,1979,10
26.516,0,1979,11
26.628,0,1979,12
24.961,0,1980,01
25.081,0,1980,02
25.063,0,1980,03
25.92,0,1980,04
27.422,0,1980,05
28.489,0,1980,06
28.17,0,1980,07
27.173,0,1980,08
27.089,0,1980,09
27.569,0,1980,10
27.035,0,1980,11
26.284,0,1980,12
24.086,0,1981,01
24.761,0,1981,02
24.439,0,1981,03
25.248,0,1981,04
25.785,0,1981,05
26.401,0,1981,06
27.258,0,1981,07
27.057,0,1981,08
27.24,0,1981,09
27.067,0,1981,10
26.656,0,1981,11
26.137,0,1981,12
25.113,0,1982,01
25.42,0,1982,02
25.103,0,1982,03
26.482,0,1982,04
27.298,0,1982,05
27.916,0,1982,06
27.86,0,1982,07
28.519,0,1982,08
27.414,0,1982,09
26.974,0,1982,10
27.061,0,1982,11
25.904,0,1982,12
25.14,0,1983,01
23.751,0,1983,02
23.615,0,1983,03
24.596,0,1983,04
27.377,0,1983,05
28.487,0,1983,06
28.075,0,1983,07
28.328,0,1983,08
27.11,0,1983,09
27.291,0,1983,10
27.171,0,1983,11
26.274,0,1983,12
25.263,0,1984,01
24.68,0,1984,02
24.922,0,1984,03
25.212,0,1984,04
26.904,0,1984,05
27.121,0,1984,06
26.647,0,1984,07
26.896,0,1984,08
25.798,0,1984,09
27.304,0,1984,10
26.37,0,1984,11
25.709,0,1984,12
24.804,0,1985,01
23.957,0,1985,02
24.656,0,1985,03
24.049,0,1985,04
26.141,0,1985,05
27.303,0,1985,06
27.136,0,1985,07
27.334,0,1985,08
27.443,0,1985,09
27.322,0,1985,10
26.718,0,1985,11
26.232,0,1985,12
24.862,0,1986,01
24.635,0,1986,02
23.221,0,1986,03
24.948,0,1986,04
26.085,0,1986,05
26.811,0,1986,06
27.58,0,1986,07
27.809,0,1986,08
27.403,0,1986,09
27.184,0,1986,10
27.3,0,1986,11
26.694,0,1986,12
25.196,0,1987,01
25.17,0,1987,02
24.554,0,1987,03
25.18,0,1987,04
26.347,0,1987,05
28.125,0,1987,06
27.45,0,1987,07
27.894,0,1987,08
27.989,0,1987,09
27.684,0,1987,10
27.42,0,1987,11
26.793,0,1987,12
25.711,0,1988,01
25.365,0,1988,02
24.998,0,1988,03
25.133,0,1988,04
25.942,0,1988,05
26.637,0,1988,06
27.672,0,1988,07
27.125,0,1988,08
26.584,0,1988,09
27.332,0,1988,10
26.651,0,1988,11
26.0,0,1988,12
25.525,0,1989,01
25.141,0,1989,02
23.71,0,1989,03
24.148,0,1989,04
26.656,0,1989,05
27.504,0,1989,06
27.802,0,1989,07
27.463,0,1989,08
26.385,0,1989,09
26.951,0,1989,10
27.529,0,1989,11
25.779,0,1989,12
25.696,0,1990,01
25.249,0,1990,02
25.541,0,1990,03
26.414,0,1990,04
27.922,0,1990,05
27.775,0,1990,06
27.522,0,1990,07
28.041,0,1990,08
27.436,0,1990,09
27.446,0,1990,10
27.53,0,1990,11
26.489,0,1990,12
25.322,0,1991,01
25.693,0,1991,02
24.933,0,1991,03
25.268,0,1991,04
27.117,0,1991,05
27.656,0,1991,06
28.209,0,1991,07
28.208,0,1991,08
27.101,0,1991,09
27.006,0,1991,10
26.889,0,1991,11
26.424,0,1991,12
24.973,0,1992,01
23.774,0,1992,02
25.682,0,1992,03
25.859,0,1992,04
27.543,0,1992,05
28.387,0,1992,06
27.729,0,1992,07
27.723,0,1992,08
27.168,0,1992,09
26.695,0,1992,10
26.878,0,1992,11
26.409,0,1992,12
25.863,0,1993,01
25.38,0,1993,02
25.004,0,1993,03
24.646,0,1993,04
26.432,0,1993,05
27.718,0,1993,06
27.371,0,1993,07
27.59,0,1993,08
27.011,0,1993,09
27.756,0,1993,10
27.56,0,1993,11
26.36,0,1993,12
25.996,0,1994,01
25.795,0,1994,02
25.245,0,1994,03
25.046,0,1994,04
27.005,0,1994,05
27.963,0,1994,06
28.59,0,1994,07
27.545,0,1994,08
27.791,0,1994,09
27.566,0,1994,10
27.883,0,1994,11
27.389,0,1994,12
26.355,0,1995,01
26.338,0,1995,02
25.354,0,1995,03
25.04,0,1995,04
26.987,0,1995,05
27.976,0,1995,06
28.241,0,1995,07
27.34,0,1995,08
27.636,0,1995,09
27.576,0,1995,10
27.674,0,1995,11
26.312,0,1995,12
24.726,0,1996,01
24.938,0,1996,02
24.272,0,1996,03
24.722,0,1996,04
27.321,0,1996,05
27.211,0,1996,06
27.604,0,1996,07
27.37,0,1996,08
28.037,0,1996,09
27.163,0,1996,10
27.205,0,1996,11
26.245,0,1996,12
25.152,0,1997,01
25.591,0,1997,02
25.701,0,1997,03
25.405,0,1997,04
27.183,0,1997,05
28.173,0,1997,06
28.748,0,1997,07
28.749,0,1997,08
27.642,0,1997,09
26.923,0,1997,10
27.588,0,1997,11
26.558,0,1997,12
25.125,0,1998,01
24.414,0,1998,02
25.437,0,1998,03
25.667,0,1998,04
26.554,0,1998,05
28.958,0,1998,06
28.029,0,1998,07
28.307,0,1998,08
26.882,0,1998,09
27.839,0,1998,10
27.802,0,1998,11
26.67,0,1998,12
24.954,0,1999,01
25.304,0,1999,02
24.614,0,1999,03
24.877,0,1999,04
27.02,0,1999,05
27.729,0,1999,06
27.563,0,1999,07
27.469,0,1999,08
26.856,0,1999,09
26.641,0,1999,10
26.403,0,1999,11
24.892,0,1999,12
24.78,0,2000,01
25.123,0,2000,02
24.392,0,2000,03
24.742,0,2000,04
26.188,0,2000,05
27.215,0,2000,06
28.012,0,2000,07
27.698,0,2000,08
26.819,0,2000,09
27.62,0,2000,10
27.486,0,2000,11
26.434,0,2000,12
25.886,0,2001,01
25.863,0,2001,02
24.099,0,2001,03
24.615,0,2001,04
26.294,0,2001,05
27.598,0,2001,06
28.006,0,2001,07
28.487,0,2001,08
27.036,0,2001,09
27.734,0,2001,10
26.848,0,2001,11
26.314,0,2001,12
25.615,0,2002,01
25.944,0,2002,02
25.961,0,2002,03
26.366,0,2002,04
27.563,0,2002,05
27.548,0,2002,06
27.899,0,2002,07
28.012,0,2002,08
27.138,0,2002,09
27.96,0,2002,10
26.671,0,2002,11
26.278,0,2002,12
26.226,0,2003,01
25.758,0,2003,02
24.233,0,2003,03
26.064,0,2003,04
27.346,0,2003,05
27.063,0,2003,06
28.266,0,2003,07
27.958,0,2003,08
27.611,0,2003,09
27.661,0,2003,10
28.307,0,2003,11
26.163,0,2003,12
25.182,0,2004,01
25.214,0,2004,02
26.532,0,2004,03
25.996,0,2004,04
27.54,0,2004,05
27.798,0,2004,06
28.012,0,2004,07
28.405,0,2004,08
27.549,0,2004,09
27.59,0,2004,10
27.617,0,2004,11
26.375,0,2004,12
26.283,0,2005,01
26.287,0,2005,02
24.379,0,2005,03
26.225,0,2005,04
27.075,0,2005,05
27.962,0,2005,06
28.111,0,2005,07
27.938,0,2005,08
27.824,0,2005,09
26.987,0,2005,10
26.955,0,2005,11
26.269,0,2005,12
25.751,0,2006,01
25.571,0,2006,02
25.281,0,2006,03
25.882,0,2006,04
26.935,0,2006,05
27.691,0,2006,06
28.224,0,2006,07
28.302,0,2006,08
27.532,0,2006,09
27.561,0,2006,10
26.661,0,2006,11
26.033,0,2006,12
26.213,0,2007,01
25.487,0,2007,02
25.597,0,2007,03
25.719,0,2007,04
26.926,0,2007,05
28.255,0,2007,06
28.021,0,2007,07
27.524,0,2007,08
27.448,0,2007,09
27.268,0,2007,10
26.892,0,2007,11
25.965,0,2007,12
25.27,0,2008,01
24.475,0,2008,02
24.434,0,2008,03
25.753,0,2008,04
27.015,0,2008,05
27.512,0,2008,06
27.171,0,2008,07
27.51,0,2008,08
27.356,0,2008,09
27.344,0,2008,10
26.775,0,2008,11
25.541,0,2008,12
26.038,0,2009,01
25.98,0,2009,02
25.567,0,2009,03
25.574,0,2009,04
27.243,0,2009,05
28.152,0,2009,06
28.598,0,2009,07
28.53,0,2009,08
27.848,0,2009,09
27.809,0,2009,10
27.218,0,2009,11
26.47,0,2009,12
25.713,0,2010,01
24.99,0,2010,02
25.386,0,2010,03
25.624,0,2010,04
27.434,0,2010,05
28.44,0,2010,06
27.912,0,2010,07
27.703,0,2010,08
27.224,0,2010,09
27.852,0,2010,10
26.581,0,2010,11
25.19,0,2010,12
25.306,0,2011,01
25.386,0,2011,02
25.156,0,2011,03
26.169,0,2011,04
28.467,0,2011,05
28.486,0,2011,06
27.619,0,2011,07
28.004,0,2011,08
27.803,0,2011,09
27.422,0,2011,10
27.189,0,2011,11
26.13,0,2011,12
25.62,0,2012,01
25.367,0,2012,02
25.437,0,2012,03
24.83,0,2012,04
27.455,0,2012,05
27.931,0,2012,06
27.896,0,2012,07
27.69,0,2012,08
27.825,0,2012,09
27.981,0,2012,10
27.092,0,2012,11
26.73,0,2012,12
26.085,0,2013,01
25.745,0,2013,02
25.125,0,2013,03
25.61,0,2013,04
26.628,0,2013,05
28.092,0,2013,06
27.885,0,2013,07
27.725,0,2013,08
28.51,0,2013,09
28.122,1,1823,06
28.983,1,1823,07
27.885,1,1823,08
23.527,1,1823,09
28.27,1,1824,08
9.647,1,1825,01
11.981,1,1825,02
15.871,1,1825,03
20.933,1,1825,04
24.142,1,1825,05
27.787,1,1825,06
28.798,1,1825,07
28.094,1,1825,08
24.856,1,1825,09
18.995,1,1825,10
14.86,1,1825,11
8.719,1,1825,12
8.155,1,1826,01
10.154,1,1826,02
15.847,1,1826,03
20.165,1,1826,04
25.139,1,1826,05
27.207,1,1826,06
29.076,1,1826,07
27.42,1,1826,08
23.954,1,1826,09
19.398,1,1826,10
14.196,1,1826,11
10.338,1,1826,12
9.807,1,1827,01
13.316,1,1827,02
16.892,1,1827,03
20.713,1,1827,04
24.82,1,1827,05
27.898,1,1827,06
29.525,1,1827,07
28.653,1,1827,08
24.529,1,1827,09
19.052,1,1827,10
14.464,1,1827,11
8.757,1,1827,12
7.64,1,1828,01
10.406,1,1828,02
15.489,1,1828,03
19.785,1,1828,04
24.23,1,1828,05
28.415,1,1828,06
29.498,1,1828,07
28.451,1,1828,08
23.43,1,1828,09
19.525,1,1828,10
14.093,1,1828,11
10.266,1,1828,12
9.003,1,1829,01
9.561,1,1829,02
14.889,1,1829,03
19.534,1,1829,04
24.845,1,1829,05
27.608,1,1829,06
29.333,1,1829,07
28.461,1,1829,08
24.264,1,1829,09
19.912,1,1829,10
12.297,1,1829,11
9.442,1,1829,12
9.645,1,1830,01
12.653,1,1830,02
15.277,1,1830,03
20.318,1,1830,04
23.714,1,1830,05
27.388,1,1830,06
30.24,1,1830,07
28.418,1,1830,08
24.017,1,1830,09
19.294,1,1830,10
15.616,1,1830,11
9.958,1,1830,12
7.495,1,1831,01
9.998,1,1831,02
14.988,1,1831,03
19.246,1,1831,04
23.944,1,1831,05
27.384,1,1831,06
28.575,1,1831,07
27.292,1,1831,08
23.114,1,1831,09
18.705,1,1831,10
12.154,1,1831,11
7.704,1,1831,12
8.549,1,1832,01
10.587,1,1832,02
15.85,1,1832,03
20.501,1,1832,04
23.596,1,1832,05
27.348,1,1832,06
28.73,1,1832,07
26.537,1,1832,08
23.89,1,1832,09
19.529,1,1832,10
12.605,1,1832,11
8.563,1,1832,12
9.525,1,1833,01
11.868,1,1833,02
15.298,1,1833,03
19.791,1,1833,04
23.798,1,1833,05
27.284,1,1833,06
28.736,1,1833,07
28.139,1,1833,08
25.003,1,1833,09
18.24,1,1833,10
15.094,1,1833,11
9.944,1,1833,12
12.131,1,1834,02
16.11,1,1834,03
20.236,1,1834,04
24.666,1,1834,05
27.193,1,1834,06
29.182,1,1834,07
28.411,1,1834,08
24.776,1,1834,09
19.585,1,1834,10
14.81,1,1834,11
10.041,1,1834,12
9.745,1,1835,01
8.456,1,1835,02
13.72,1,1835,03
18.976,1,1835,04
23.396,1,1835,05
26.46,1,1835,06
27.153,1,1835,07
26.66,1,1835,08
22.789,1,1835,09
17.458,1,1835,10
10.655,1,1835,11
7.94,1,1835,12
8.588,1,1836,01
11.066,1,1836,02
14.128,1,1836,03
19.841,1,1836,04
23.239,1,1836,05
26.104,1,1836,06
27.932,1,1836,07
27.13,1,1836,08
24.014,1,1836,09
17.479,1,1836,10
11.433,1,1836,11
7.82,1,1836,12
8.783,1,1837,01
11.128,1,1837,02
14.0,1,1837,03
17.661,1,1837,04
22.587,1,1837,05
26.628,1,1837,06
28.895,1,1837,07
28.204,1,1837,08
24.112,1,1837,09
18.497,1,1837,10
14.216,1,1837,11
9.17,1,1837,12
6.678,1,1838,01
6.889,1,1838,02
15.244,1,1838,03
20.38,1,1838,04
22.08,1,1838,05
27.586,1,1838,06
28.922,1,1838,07
28.002,1,1838,08
23.9,1,1838,09
17.885,1,1838,10
11.235,1,1838,11
7.574,1,1838,12
9.72,1,1839,01
10.663,1,1839,02
13.977,1,1839,03
21.718,1,1839,04
23.777,1,1839,05
27.247,1,1839,06
28.835,1,1839,07
27.75,1,1839,08
24.2,1,1839,09
19.609,1,1839,10
10.797,1,1839,11
6.782,1,1839,12
8.813,1,1840,01
11.551,1,1840,02
15.664,1,1840,03
20.183,1,1840,04
23.266,1,1840,05
27.491,1,1840,06
28.532,1,1840,07
27.718,1,1840,08
23.906,1,1840,09
18.129,1,1840,10
11.48,1,1840,11
8.893,1,1840,12
7.177,1,1841,01
10.839,1,1841,02
14.716,1,1841,03
20.12,1,1841,04
24.07,1,1841,05
27.101,1,1841,06
29.563,1,1841,07
27.817,1,1841,08
24.008,1,1841,09
18.737,1,1841,10
12.813,1,1841,11
9.424,1,1841,12
9.7,1,1842,01
11.352,1,1842,02
18.346,1,1842,03
20.632,1,1842,04
24.215,1,1842,05
26.932,1,1842,06
27.685,1,1842,07
27.002,1,1842,08
24.379,1,1842,09
19.044,1,1842,10
11.543,1,1842,11
8.95,1,1842,12
9.788,1,1843,01
10.799,1,1843,02
14.403,1,1843,03
20.194,1,1843,04
23.814,1,1843,05
26.695,1,1843,06
28.029,1,1843,07
27.111,1,1843,08
24.983,1,1843,09
17.968,1,1843,10
13.93,1,1843,11
10.203,1,1843,12
9.605,1,1844,01
11.991,1,1844,02
15.314,1,1844,03
20.558,1,1844,04
23.663,1,1844,05
26.709,1,1844,06
28.838,1,1844,07
27.492,1,1844,08
23.614,1,1844,09
18.88,1,1844,10
12.707,1,1844,11
8.001,1,1844,12
10.281,1,1845,01
11.539,1,1845,02
15.164,1,1845,03
20.458,1,1845,04
23.759,1,1845,05
26.93,1,1845,06
28.691,1,1845,07
27.813,1,1845,08
24.725,1,1845,09
17.851,1,1845,10
12.334,1,1845,11
6.745,1,1845,12
9.913,1,1846,01
10.868,1,1846,02
16.635,1,1846,03
19.216,1,1846,04
24.444,1,1846,05
27.005,1,1846,06
29.111,1,1846,07
27.69,1,1846,08
25.236,1,1846,09
18.576,1,1846,10
13.904,1,1846,11
11.13,1,1846,12
7.033,1,1847,01
11.272,1,1847,02
13.531,1,1847,03
20.787,1,1847,04
22.974,1,1847,05
26.873,1,1847,06
28.25,1,1847,07
27.401,1,1847,08
24.489,1,1847,09
19.147,1,1847,10
12.952,1,1847,11
8.229,1,1847,12
8.796,1,1848,01
12.473,1,1848,02
15.332,1,1848,03
19.156,1,1848,04
24.146,1,1848,05
26.468,1,1848,06
28.318,1,1848,07
27.899,1,1848,08
23.713,1,1848,09
19.409,1,1848,10
11.222,1,1848,11
7.809,1,1848,12
9.246,1,1849,01
10.852,1,1849,02
16.667,1,1849,03
20.533,1,1849,04
23.063,1,1849,05
28.199,1,1849,06
28.762,1,1849,07
28.783,1,1849,08
25.64,1,1849,09
17.158,1,1849,10
13.356,1,1849,11
8.841,1,1849,12
11.016,1,1850,01
11.268,1,1850,02
15.428,1,1850,03
18.391,1,1850,04
21.972,1,1850,05
26.246,1,1850,06
28.379,1,1850,07
29.535,1,1850,08
26.432,1,1850,09
20.167,1,1850,10
13.265,1,1850,11
6.084,1,1850,12
9.373,1,1851,01
10.696,1,1851,02
15.22,1,1851,03
19.965,1,1851,04
25.06,1,1851,05
28.393,1,1851,06
28.901,1,1851,07
29.292,1,1851,08
25.898,1,1851,09
19.334,1,1851,10
12.022,1,1851,11
8.38,1,1851,12
5.772,1,1852,01
13.605,1,1852,02
15.565,1,1852,03
19.314,1,1852,04
24.966,1,1852,05
27.322,1,1852,06
28.458,1,1852,07
28.669,1,1852,08
24.411,1,1852,09
18.665,1,1852,10
11.321,1,1852,11
9.157,1,1852,12
7.208,1,1853,01
8.906,1,1853,02
13.842,1,1853,03
20.584,1,1853,04
24.278,1,1853,05
26.624,1,1853,06
28.586,1,1853,07
26.893,1,1853,08
24.723,1,1853,09
17.646,1,1853,10
13.937,1,1853,11
8.59,1,1853,12
7.571,1,1854,01
11.425,1,1854,02
17.262,1,1854,03
19.548,1,1854,04
23.442,1,1854,05
26.973,1,1854,06
28.071,1,1854,07
27.759,1,1854,08
25.016,1,1854,09
20.746,1,1854,10
12.655,1,1854,11
7.536,1,1854,12
8.499,1,1855,01
9.463,1,1855,02
13.501,1,1855,03
20.77,1,1855,04
26.162,1,1855,05
27.043,1,1855,06
27.815,1,1855,07
27.372,1,1855,08
24.409,1,1855,09
17.653,1,1855,10
13.223,1,1855,11
8.428,1,1855,12
3.842,1,1856,01
9.216,1,1856,02
14.267,1,1856,03
21.345,1,1856,04
24.75,1,1856,05
29.6,1,1856,06
29.53,1,1856,07
30.305,1,1856,08
24.127,1,1856,09
18.594,1,1856,10
11.089,1,1856,11
6.83,1,1856,12
6.68,1,1857,01
13.841,1,1857,02
15.683,1,1857,03
16.658,1,1857,04
23.627,1,1857,05
28.325,1,1857,06
29.539,1,1857,07
29.068,1,1857,08
24.078,1,1857,09
17.958,1,1857,10
13.178,1,1857,11
9.543,1,1857,12
9.904,1,1858,01
10.457,1,1858,02
16.702,1,1858,03
20.87,1,1858,04
24.832,1,1858,05
26.597,1,1858,06
29.494,1,1858,07
28.432,1,1858,08
24.528,1,1858,09
21.439,1,1858,10
11.243,1,1858,11
9.302,1,1858,12
8.616,1,1859,01
13.847,1,1859,02
16.509,1,1859,03
20.033,1,1859,04
26.235,1,1859,05
29.153,1,1859,06
28.76,1,1859,07
29.417,1,1859,08
24.089,1,1859,09
18.141,1,1859,10
14.995,1,1859,11
4.927,1,1859,12
8.182,1,1860,01
9.901,1,1860,02
15.767,1,1860,03
20.613,1,1860,04
25.752,1,1860,05
29.203,1,1860,06
30.337,1,1860,07
27.786,1,1860,08
24.633,1,1860,09
19.443,1,1860,10
11.574,1,1860,11
8.104,1,1860,12
6.959,1,1861,01
10.546,1,1861,02
15.622,1,1861,03
20.585,1,1861,04
24.491,1,1861,05
29.492,1,1861,06
29.796,1,1861,07
28.436,1,1861,08
25.834,1,1861,09
19.331,1,1861,10
15.455,1,1861,11
11.825,1,1861,12
10.673,1,1862,01
10.484,1,1862,02
15.056,1,1862,03
19.891,1,1862,04
24.678,1,1862,05
28.023,1,1862,06
29.916,1,1862,07
29.322,1,1862,08
25.625,1,1862,09
19.423,1,1862,10
13.65,1,1862,11
9.74,1,1862,12
8.764,1,1863,01
11.326,1,1863,02
17.523,1,1863,03
21.428,1,1863,04
23.751,1,1863,05
27.54,1,1863,06
28.821,1,1863,07
28.652,1,1863,08
26.469,1,1863,09
18.572,1,1863,10
12.577,1,1863,11
7.687,1,1863,12
7.057,1,1864,01
11.487,1,1864,02
14.0,1,1864,03
19.324,1,1864,04
24.382,1,1864,05
27.951,1,1864,06
28.976,1,1864,07
28.939,1,1864,08
26.772,1,1864,09
17.86,1,1864,10
12.515,1,1864,11
9.625,1,1864,12
8.005,1,1865,01
11.505,1,1865,02
15.165,1,1865,03
19.528,1,1865,04
24.935,1,1865,05
28.356,1,1865,06
28.653,1,1865,07
28.89,1,1865,08
26.241,1,1865,09
18.832,1,1865,10
13.688,1,1865,11
8.05,1,1865,12
9.34,1,1866,01
10.819,1,1866,02
16.382,1,1866,03
20.925,1,1866,04
23.857,1,1866,05
26.991,1,1866,06
28.945,1,1866,07
28.93,1,1866,08
25.121,1,1866,09
19.729,1,1866,10
13.339,1,1866,11
8.727,1,1866,12
9.033,1,1867,01
12.373,1,1867,02
14.529,1,1867,03
20.867,1,1867,04
24.312,1,1867,05
28.592,1,1867,06
29.209,1,1867,07
29.164,1,1867,08
27.149,1,1867,09
20.829,1,1867,10
14.784,1,1867,11
13.406,1,1867,12
8.717,1,1868,01
11.851,1,1868,02
17.281,1,1868,03
20.243,1,1868,04
24.229,1,1868,05
28.803,1,1868,06
28.578,1,1868,07
27.922,1,1868,08
25.335,1,1868,09
19.704,1,1868,10
11.79,1,1868,11
7.732,1,1868,12
7.944,1,1869,01
10.693,1,1869,02
15.624,1,1869,03
19.318,1,1869,04
23.414,1,1869,05
26.709,1,1869,06
28.929,1,1869,07
28.906,1,1869,08
25.332,1,1869,09
17.612,1,1869,10
14.739,1,1869,11
7.086,1,1869,12
9.609,1,1870,01
12.801,1,1870,02
15.948,1,1870,03
20.566,1,1870,04
25.707,1,1870,05
27.769,1,1870,06
28.941,1,1870,07
27.923,1,1870,08
26.077,1,1870,09
19.946,1,1870,10
14.333,1,1870,11
7.025,1,1870,12
8.913,1,1871,01
12.159,1,1871,02
15.818,1,1871,03
